Casenumer,Jurisdiction,Question,Summary
425524,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Hallo.  Ik had een jaarcontract bij mijn werkgever van 1 jan. 2010 tot 1 jan. 2011. Op 30 dec. heeft werkgever een aangetekende brief aan mij verstuurd, die de 31e door tnt is aangeboden maar ik was niet thuis. Op 3 jan. 2011 kreeg ik die brief onder ogen waarin staat dat mijn contract niet verlengd word. Er is geen 4 weken opzegtermijn in acht genomen. Wat kan ik hier nog mee doen?"
425601,Sociaal Verzekeringsrecht - (overig),Reactie via formulier op jurofoon.nl,Ik word gedwongen op straffe van korting op mijn uitkering werk in de groenvoorziening te accepteren. Wat kan ik hier tegen doen?
425604,Personen- en familierecht - Erfrecht,Reactie via formulier op jurofoon.nl,Geachte mevrouw/meneer   Kan ik afzien van erfrecht van mijn overleden zuster.  Van ons oorspronkelijke gezin zijn mijn andere zuster en ik nog over.    met vriendelijke groet  F van Veggel
425639,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Ik heb een arbeidsovereenkomst voor bepaalde tijd (tot 1-7-2011). I.v.m. aanvaarding ander werk wil ik graag huidige baan opzeggen. In mijn arbeidscontract staat niets over een opzegtermijn. Welke opzegtermijn moet ik aanhouden?
425644,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Km-tellerstand teruggedraaid. Er is sprake van dwaling volgens art. 6:228.    Eind juli 2010 hebben wij bij een particulier een auto gekocht.   Hoewel de auto geen mankementen vertoont, wilden wij hem in september 2010 toch weer doorverkopen (auto bleek te klein voor ons gezin).  Bij het doorverkopen kwamen wij erachter dat de Km-tellerstand niet overeenkwam met het werkelijke aantal verreden kilometers. (Een van) de vorige eigenaren heeft de tellerstand 100.000 km teruggedraaid.  De auto is hierdoor nu 1000,- minder waard en tevens onverkoopbaar omdat dit bij de Nationale Autopas bekend is en nu niemand de auto meer wil hebben. Hiermee zijn wij direkt terugegaan (in september) naar degene van wie wij de auto hebben gekocht.  Uit het register van De Nationale autopas kan met zekerheid worden bepaald dat ofwel degene van wie wij de auto hebben gekocht, ofwel de eigenaar dáárvoor de tellerstand heeft gewijzigd. Beide partijen ontkennen.   De feiten:  Partij (A, particulier van wie wij de auto hebben gekocht) heeft de auto 6 weken in bezit gehad en heeft de auto niet zelf laten keuren.  Partij (B, een particulier met een automaterialenzaak) van wie (A) de auto heeft gekocht, heeft een tussenpersoon (C) gebruikt om de auto te verkopen.   Partij (C, particulier met auto-poets/oplapbedrijfje) heeft de auto wel ca. een week tot zijn beschikking gehad, maar is geen eigenaar van de auto is geweest.     Ca. één week voordat de partij (A) de auto kocht van (B) heeft (B) of (C) de auto APK laten keuren. Op dat moment was de km-teller-stand nog niet teruggedraaid.  Partij (A) beweert nu dat (C)  toegeeft hen de auto te hebben aangeboden met weinig km op de teller (ergo:de tellerstand is teruggedraaid door (B) of (C), hetgeen ook om nog andere redenen aannemelijk is), en dat het dus geen zin heeft om verder met hen (A) te gaan praten.     Mijn vraag aan u is:  moeten wij nu met (B) gaan praten, van wie wij de auto niet hebben gekocht, of moeten wij (A) dwingen, desnoods via de rechter, met een oplossing te komen. Immers volgens artikel 6:228 is er sprake van dwaling en is (A) volgens mij  verplicht om de auto terug te nemen.    Ik hoop dat u mij hierover uitsluitsel kunt geven.  Bij voorbaat dank,    Koen van der Elst    info@kolibridesign.nl    tel: 026-3516810"
425662,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer, mevrouw,  Stel dat ik in de Wsnp terecht kom, kan ik dan met mijn 3 kinderen in onze nieuwe huurwoning blijven. Kan dan bepaald worden dat mijn huur te hoog is en worden we dan uit huis geplaatst? De huur is 850,-- en de woningstichting biedt mij geen goedkopere huurwoning aan.  Groeten,  Gina van ELburg"
425663,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Heb een vraag over een verborgen gebrek. Ik ben verkopende partij. Heb in maart 2010 mijn huis verkocht. In december 2010 meld koper dat hij lekkage heeft in een in 2007 gebouwde uitbouw. Waarschijnlijk door sneeuw. Kan ik aansprakelijk gesteld worden als het gebrek mij niet bekend was?? Koper heeft geen keuring laten doen.
425664,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"goede middag ,  ik ben al gescheiden en mijn ex werkt niet mee aan de verkoop van het huis . ik woon er in zolang het niet is verkocht met 400 euro tijdelijke alimentatie . wat eigenlijk 1800 euro moet zijn, maar ivm geen draag kracht omdat hij alles betaald , is het 400euro tot de verkoop.  het huis staat nu voor 399.000 te koop is al 50.000 gezakt was 449.000heb ik ook af moeten dwingen ,was op advies van de makelaar , nu wil het zo dat we een bod hebben gehad van 350.000 daar hadden we na verkoop 55.000 aan over gehouden voor de advokaat kosten en de makelaar van te kunnen betalen .mijn ex heeft dit bod geweigerd . terwijl we er geen schuld aan zouden hebben.Wil er dik aan verdienen . woond zelf al drie jaar samen en heeft wel een eigen leven , kan hij me hier houden ? en de prijs bepalen of kan ik het bij de rechter af dwingen te verkopen . hij heeft ook de makelaar onder handen genomen geen lager bod meer door te geven.  mvg els stolk  is dit mogelijk per mail te beantwoorden ?"
425665,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,ontslag aanvraag met ederzijds goedvinden . wat te doen ?
425682,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer/mevrouw,    Medio 2010 heb ik op Marktplaats een teak houten wandkast te koop gezet. Daar is door iemand op gereageerd die de kast wilde hebben voor het bedrag van 550 EUR. Hij heeft dit bod gedaan en ik heb dat geaccepteerd. Vorige week hebben we zelfs nog per mail een afspraka gemaakt over de datum waarop de kast opgehaald zou worden. Nu geeft de persoon aan dat hij maandag te horen heeft gekregen dat hij geen baan meer heeft en dus geen grote uitgaven kan doen. Ik vind dit moeilijk te geloven, omdat hij dinsdag - 1 dag na het vermeende faillissement - nog per mail om wat fotos heeft gevraagd. In hoeverre is onze mailwisseling rechtsgeldig? Zo ja, welke acties kan ik richting deze persoon ondernemen? Graag uw spoedige reactie!    Alvast bedankt!  René"
425684,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,Ik huur een appartement in een pand waar nog 3 wwoneenheden zijn. Ik ben er (stomtoevallig) achtergekomen dat 7 december jl. een hennepkwekerij in het pand is ontmanteld door de politie. Er is een verdachte; geen veroordeelde. Het moge helder zijn dat ik hier absoluut niet mee geassocieerd wens te worden. Heb ik recht om mijn contract eerder te ontbinden? (einde contract is 27-05-2011)
425710,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Ik heb een wao uitkering   van 1200 euro nu is er beslag gelegd en heb 945 euro over van te leven met mijn vrouw ik heb een wao uitkering ik red het niet
425717,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Lucas: screening aangemaakt, zie belnotitie.    Bericht client:    spaarhypotheek geld gedeelte volledig krijgen na scheiding"
425740,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,mijn vriend is geschorst   hij had tegen zijn leiding waar hij begeleiding van kreeg of ze een afspraak konden maken voor hem omdat hij last had van zijn longen maar dat deden ze niet   maar krijgt nu een hoorzitting maar hij moet nu thuis blijven en bereikbaar blijven  wat moet hij nu doen
425749,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"Goedemiddag,    Ik heb de volgende vraag, mijn broer en zijn vrouw gaan scheiden, mijn schoonzus heeft een relatie met een andere man. Mijn broer en schoonzus hebben een zoon van 5. Mijn schoonzus wil zo snel mogelijk scheiden en vertrekken naar haar nieuwe vriend in liende, ze wil haar zoon bij mijn broer achterlaten.  Kan dit zo maar?  Mijn broer werkt in wisseldiensten 1 week avond, 1 week dag in de weken dat hij dagdienst heeft kan hij wel goed voor zijn zoon zorgen, hij moet dan alleen na schoolse opvang zien te vinden, moet zijn aanstaande ex mee betalen aan die kosten?  Is mijn broer op deze manier verplicht tot het betalen van alimentatie?  Als hij avonddienst heeft moet hij oppas regelen voor de avonden, zijn die kosten alleen voor mijn broer?  Ze hebben samen een koophuis, mijn broer kan zijn vrouw niet zomaar uitkopen, daar heeft hij geen geld voor, hoe werkt dit dan precies?    Het zijn heel veel vragen en eigenlijk zijn er nog meer, mijn broer is nu aan het werk daarom mail ik nu.    met vriendelijke groet,    Simone"
425752,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,De verhuurder van mijn voormalige adres heeft in mondelinge overeenkomst toegezegd mijn borg en laatste maand vooruitbetaalde huur terug te geven. Deze persoon laat niks van zich horen en is telefonisch niet meer bereikbaar. Wat kan ik het beste doen?
425757,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Lidnummer 100600  Jurofoon, mijn ex heeft mijns inziens onder valse voorwendselen beslag gelegd op mijn huis. Er is alimentatie betaald omdat mijn ex arbeidsongeschikt zou zijn (vanaf 2001). Dit is niet waar omdat zij op de website staat van het bedrijf, waar zij werkzaam is sinds 1998, Gerrie de Bruijn, medewerkster financiële administratie )   Zou mij kunnen vertellen of ik:  • Beslaglegging nietig kan laten verklaren?  • Loon beslag laten leggen omdat onder valse voorwendselen alimentatie is betaald?  • Loon beslag laten leggen omdat onder valse voorwendselen mijn huis moet verkopen ivm beslag legging van het huis?"
425762,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"ik heb samen met mijn vriend een koopwoning gekocht.  deze staat op beide namen en ook hebben wij een samenlevingscontract.  we zijn nu uit elkaar, hij woond nu nog in het huis en ik woon bij me ouders, verder is er op papier nog niks verbroken of wat dan ook.  ik betaal de helft vd hypotheek maandelijks, ik kom af en toe in het huis, maar daar is hij niet altijd blij mee.. kan hij mij weigeren ?  wat zijn mijn rechten?"
425764,Personen- en familierecht - Erfrecht,Reactie via formulier op jurofoon.nl,"L.S.    Heb al 10 jaar geen contact met mijn kinderen, kan ik hen onterfen?   Zo ja hoe?"
425783,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,Ik werk met een bepaalde tijdscontract bij mijn werkgever. Mijn contract loopt binnenkort af en zij zeggen dat ze mij geen vast contract kunnen geven. Ik werk nu al 5 jaar voor dezelfde baas (2 jaar en 10 maanden via het uitzendbureau en 2 jaar en 5 maanden op tijdelijke basis). Is er misschien toch een kans op een vast contract? Omdat ze mij bijvoorbeeld al te lang in dienst hebben?    Bij voorbaat dank.
425800,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Kunt u mij een adres geven voor een advocaat het liefst in Alblasserdam, anders Dordrecht die mij kan helpen. Ik moet van Sociale zaken een beschikking van de rechtbank betreffende kinderalimentatie overleggen.     Mvg  P. van Ginneken"
425817,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"goedemorgen, mijn werkgever wil mij ontslaan met ontslagvergoeding (ruim 40 jaar). ik zit voor 50% in de wao, maar vang mijn volledige salaris van mijn werkgever. hij ontvangt de wao uitkering. welke invloed heeft dit op de kantonrechtrformule?"
425829,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Moet persoon A betalen voor achterstallige , niet gespecificeerde ritfacturen,van 2 jaar terug. Het taxibedrijf had een misaanpassing van software voor de ,met A afgesloten overeenkomst voor  automatisch incasso van gereden ritten.   Door een misaanpassing in de bedrijfssoftware van taxibedrijf  vanaf juli 2009 ,ontvangt persoon A, 28 dec 2010 een brief met verzoek tot betaling van een opstaand bedrag ad 833,20, zonodig in termijnen. Rittenspecificatie (plaats)staan niet vermeld, wel data factuurnummer en openstaande bedragen."
425830,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Het service bedrijf waar mijn man werkzaam is (inmiddels 15 jaar) is overgenomen en gefuseerd met een noodlijdend/slechtlopend bedrijfsonderdeel van een groot concern. Het bedrijf van mijn man was geheel gezond en winstgevend. Er is heen en weer geschoven met banen en mijn man is teruggezet van area -manager naar chefmonteur binnendienst met het daarbijbehorende lager salaris. Hij is nu dus overschaald en dat stukje salaris zal als een variabel salaris uitgekeerd gaan worden . Eventuele loonsverhogingen zullen hiervan ingehouden worden. Omdat mijn man als areamanager in de buitendienst funtioneerde had hij een auto van de zaak die hoort echter ook bij deze nieuwe functie dus die mag hij behouden. Het variabele salaris dat voortvloeide uit variabel storingsdienst uren die gemiddeld op 500 euro uitkwamen netto per maand is hij kwijt. Dit was echter een verkapt salaris horende bij zijn functie hetgeen ook in zijn contract vermeld staat.    Mijn vragen    Is het een en ander een redelijke gang van zaken te noemen ? Er is nog geen nieuw arbeidscontract maar als dat er toch komt kan mijn man dit dan redelijker wijs weigeren.? Mag er een vergelijking gemaakt worden met andere werknemers die met minder capaciteiten en bagage ergens tussengeschoven zijn?
425839,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Kan ik mijn expartner na beeindiging van samenlevingscontract dwingen tot verkoop van de gezamenlijke koopwoning?
425851,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"L.S.,    In 2002 is via convenant een alimentatie vastgesteld. Mijn ex man heeft mij onlangs geinformeerd er moeite mee te hebben dat ik nog in de woning woon waar ons gezin in gewoond heeft. Het is een huur appartement, ik betaal €960 pm - netto. Mijn vermoeden is dat hij wilt dat ik kleiner [en in zijn ogen dus goedkoper] ga wonen zodat hij de alimentatie kan aanpassen aan mijn vaste lasten. Naar mijn idee heeft het een niets met het ander te maken, m.i. is het zo dat al zou ik in een appartement wonen welke €100 p.m. zou kosten, dit niets met de alimentatie te maken heeft. Dat zou alleen voor mijzelf gunstig zijn, lijkt mij.    Hij is enkele jaren geleden verhuisd en leeft nu als een expat elders. Wat hem ook niet lekker zit is dat er maandelijks van een $-account overgemaakt moet worden naar een €-account. Ik mag toch wel aannemen dat dit niet mijn probleem is, immers hij kiest hiervoor - en is zich voorafgaand aan zijn keuze, heel goed bewust van de gevolgen van deze keuze.  De maatschappij waar hij voor werkt is erg loyaal naar leiding gevenden. Daarnaast ligt de belasting voor expats lager dan voor de goed betaalden hier in NL. Wij hebben indertijd samen ook buiten NL gewoond, mijn opmerking is hierop gebaseerd."
425854,Personen- en familierecht - Erfrecht,Reactie via formulier op jurofoon.nl,welke rechten heeft een armlastige partner op een erfenis van de andere armlastige partner bij een scheiding na een huwelijk onder huwelijkse voorwaarden?
425874,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,wat is de gemiddelde allimentatie die een man moet betalenna een scheiding als er sprake is van 1 kind.
425932,Strafrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een schikkingsvorstel gekregen van € 250,- maar ben het absoluut niet eens met de beschuldiging. Als ik niet betaal komt het voor de rechter. Wat is dan de gang van zaken? Kan ik mijn verhaal kwijt en is er kans dat wordt ""vrijgesproken"" aanwezig?"
425940,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Beste jurist,    Ik ben verwikkeld in een echtscheiding. Mijn man heeft een huurhuis betrokken en wil zich per 1 jan 2011 uit laten schrijven voor ons (koop)huisadres. Heeft dit gevolgen voor het eigenaarschap?"
425942,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"1 juni 2010 is mijn vader overleden. hij is dood in huis gevonden. de politie heeft de voordeur opengebroken na melding dat er iemand in huis lag die niet reageerde. de politie heeft rechtsmatig gehandeld. nu krijgen wij, de erven 24 december de rekening van de woningbouw. €826.45 voor het vervangen van de deur. kan dit zomaar?"
425957,Bestuursrecht - (overig),Reactie via formulier op jurofoon.nl,"Beste jurofoon,    Wij hebben een bedrijf in een pand dat is onderverdeeld in 2 bedrijven, bij start van het huren hebben wij het huisnr. 15.  gekregen.  Na zeker minimaal een jaar in het pand te hebben gezeten werd ons zonder overleg medegedeeld door de gemeente maastricht (verhuurder) dat wij opeens het huisnr. 17 moesten hanteren.  Mijn vraag aan u of dit wettelijk is toegestaan dat de verandering zonder overleg mag worden doorgevoerd en wij als bedrijf zelf voor de kosten en tijd moeten opdraaien om onder andere de correspondentie te veranderen, website etc.  Verder hebben wij van gas, water en licht alleen hulptellers. Het hoofdgebouw, wat sinds kort in handen is van Kentalis (een ander bedrijf) heeft de hoofdaansluiting in hun gedeelte en daaar hebben wij geen toegang toe."
425958,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"mijn expartner zijn sinds 2000 uit elkaar. Wij hadden destijds een samenlevingscontract/gerigistreerd partnerschap. Wij hebben een zoon 1998), inmiddels twaalf jaar. Mijn expartner heeft nooit gezamenlijke zeggenschap willen geven. Nu is mijn vraag: klopt het wel dat ik geen gedeeltelijke zeggenschap heb (immers waren wij geregistreerd partners, wat juridisch hetzelfde is als getrouwd zijn?).  Als blijkt dat ik inderdaad geen enkele zeggenschap heb: kan mijn zoon van twaalf bepalen dat hij bij mij komt wonen? Of kan moeder dit, tegenhouden omdat ik geen zeggenschap heb?  Laatste vraag: Zij en haar partner willen trouwen in 2011. Ik en mijn huidige partner ook:   het lijkt mij nu echt tijd om -indien het niet automatisch het geval is met ger partnerschap, het geddeld zeggenschap af te dwingen. Hoe gaat zoiets in zijn werk en wat zijn de kansen?  mvg sjoerd."
425960,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"Heb ik als werknemer na faillissement van het bedrijf waarvoor ik werk recht op achterstallig salaris? Zo ja, hoe lang?    directeur bedrijf. faillissement moeten aanvragen"
425964,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"beste heer, mevr., ik rijd al 6 jr/vast contract voor dezelfde op internationaal transport en ben tevens de verkoper op de gedeelde lijn (bloemenlijn is in 2 delen opgesplitst) en nu heb ik afgelopen week te horen gekregen dat ik in de veilinghal simpel werk mag gaan verrichten (minder loon) of mijn ontslag krijg. Nu is er sinds 1 jaar een jongen (15 jr. jonger) bijgekomen en die gaat mijn lijndeel rijden. Kan ik mij beroepen op het afspiegelingsprincipe want deze jongen heeft niet eens een vast contract? Hoe moet ik dit aanpakken...moet ik bezwaar aantekenen of iets anders ondernemen? Graag zou ik zien dat iemand mij hierin raad kan geven want komende week zou mijn laatste rij-week zijn, met vr gr PFranken"
